#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Img Link,Descrição,Descrição Pt-Br
840,Applin,260,40,40,80,40,40,20,Grass,Dragon,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b2f6923394d1c03cb3ece6bbc4b444761919e84d.png,"It flutters around while seeking an opening in the opponent’s guard, then attacks by spitting acidic liquid strong enough to melt metal.",Ele se agita enquanto procura uma abertura na guarda do oponente e depois ataca cuspindo um líquido ácido forte o suficiente para derreter metal.
841,Flapple,485,70,110,80,95,60,70,Grass,Dragon,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e8daf20ad66b77cd29a1ae55b2bf124cc33f0eae.png,It feeds mainly on sweet apples. It will also eat small bug Pokémon that are attracted by its sweet nectar.,Alimenta-se principalmente de maçãs doces. Ele também comerá pequenos insetos Pokémon que são atraídos por seu doce néctar.
841,Flapple Gigantamax,485,70,110,80,95,60,70,Grass,Dragon,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/5e0928cbd9fbe3a95f1145ff63a270330a0a329f.png,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple.","Sob a influência da energia Gigantamax, produz muito mais néctar doce e seu formato mudou para se assemelhar a uma maçã gigante."
842,Appletun,485,110,85,80,100,80,30,Grass,Dragon,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/fecb902d7c93ace5662c5dffd6b61d5a8a5994c3.png,"It blasts its opponents with massive amounts of sweet, sticky nectar, drowning them under the deluge.","Ele ataca seus oponentes com enormes quantidades de néctar doce e pegajoso, afogando-os no dilúvio."
842,Appletun Gigantamax,485,110,85,80,100,80,30,Grass,Dragon,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/0187e2b373cd9bf97138f76214400631c40ed022.png,"Silicobra’s neck pouch, which can inflate and deflate like a balloon, gets more elastic each time Silicobra sheds its skin.","A bolsa do pescoço do Silicobra, que pode inflar e esvaziar como um balão, fica mais elástica cada vez que o Silicobra troca de pele."
843,Silicobra,315,52,57,75,35,50,46,Ground,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e0944f6a804b8e63a39efa14106e14b234047319.png,"It will expand its body as much as it can and then contract itself, blasting out sand with enough force to wash away a dump truck.","Ele expandirá seu corpo o máximo que puder e depois se contrairá, soprando areia com força suficiente para arrastar um caminhão basculante."
844,Sandaconda,510,72,107,125,65,70,71,Ground,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/bb8dc4e3ad558dc0e7094c230a9bc19285655806.png,Cramorant instinctively swallow everything whole. They're at their most formidable when they're struggling to swallow overly large prey.,Cramorant engole instintivamente tudo inteiro. Eles são mais formidáveis ​​quando lutam para engolir presas excessivamente grandes.
844,Sandaconda Gigantamax,510,72,107,125,65,70,71,Ground,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/440ae0634d3231a6ccfcc02e39680aa231bcb377.png,"Its sand pouch has grown to tremendous proportions. More than 1,000,000 tons of sand now swirl around its body.",Sua bolsa de areia cresceu em proporções tremendas. Mais de 1.000.000 de toneladas de areia agora giram em torno de seu corpo.
845,Cramorant,475,70,85,55,85,95,85,Flying,Water,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c08a9d436c4e889c9fea8f668fd00619c85959cb.png,Arrokuda can swim quickly only in a straight line. The ones that become sluggish from overeating are the first to be targeted by flocks of Wattrel.,Arrokuda só consegue nadar rapidamente em linha reta. Aqueles que ficam lentos por comer demais são os primeiros a serem alvo de bandos de Wattrel.
846,Arrokuda,280,41,63,40,40,30,66,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/fbb7e89337fc9bb103ecb95c4e8037195f43bec2.png,"It spins its tail fins to leap from the water, then viciously bites down on Wingull flying close to the water’s surface.",Ele gira as barbatanas da cauda para saltar da água e depois morde violentamente o Wingull que voa perto da superfície da água.
847,Barraskewda,490,61,123,60,60,50,136,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/cc06f3f8b28b24066f13ade66099550dda620b88.png,It has no problem drinking dirty water. An organ inside Toxel’s body filters such water into a poisonous liquid that is harmless to Toxel.,Não tem problema em beber água suja. Um órgão dentro do corpo de Toxel filtra essa água em um líquido venenoso que é inofensivo para Toxel.
848,Toxel,242,40,38,35,54,35,40,Electric,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/934abb75ba6150531ce0c890209aa667461c214e.png,"As it scatters toxic sweat and emits electricity, a melody that sounds like it came from a guitar reverberates through the surrounding area.","À medida que espalha suor tóxico e emite eletricidade, uma melodia que parece ter vindo de uma guitarra reverbera pela área circundante."
849,Toxtricity Amped Form,502,75,98,70,114,70,75,Electric,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/dc78e2cfb7af8c2c8d3e1002b4d2511ae7a0781e.png,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,Ele armazena gás inflamável em seu corpo e o utiliza para gerar calor. As seções amarelas da barriga ficam particularmente quentes.
849,Toxtricity Amped Form Gigantamax,502,75,98,70,114,70,75,Eletric,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f9237849e0ef035f349efd887fc8056318157909.png,Its excessive electric energy is its weapon. This Pokémon can build up more electricity than any thundercloud.,Sua excessiva energia elétrica é sua arma. Este Pokémon pode acumular mais eletricidade do que qualquer nuvem de tempestade.
849,Toxtricity Low Key Form,502,75,98,70,114,70,75,Electric,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f5401b1ee3be0347eba5c64f78397e4daff8e9c6.png,Many youths admire the way this Pokémon listlessly picks fights and keeps its cool no matter what opponent it faces.,"Muitos jovens admiram a forma como este Pokémon escolhe lutas indiferentemente e mantém a calma, independentemente do adversário que enfrente."
849,Toxtricity Low Key Form Gigantamax,502,75,98,70,114,70,75,Eletric,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/a9ea49fe8da76379683f4595cffa7cafa3cbc4ca.png,Its excessive electric energy is its weapon. This Pokémon can build up more electricity than any thundercloud.,Sua excessiva energia elétrica é sua arma. Este Pokémon pode acumular mais eletricidade do que qualquer nuvem de tempestade.
850,Sizzlipede,305,50,65,45,50,50,45,Fire,Bug,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/2a7de7577cdb916f257b6ddcd61d462f76116840.png,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.","Quando aquece, a temperatura corporal atinge cerca de 1.500 graus Fahrenheit. Ele açoita seu corpo como um chicote e se lança contra os inimigos."
851,Centiskorch,525,100,115,65,90,90,65,Fire,Bug,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/21e43027faefb284113b08dbc683462f29530e15.png,"Gigantamax energy has evoked a rise in its body temperature, now reaching over 1,800 degrees Fahrenheit. Its heat waves incinerate its enemies.","A energia Gigantamax provocou um aumento na temperatura corporal, atingindo agora mais de 1.800 graus Fahrenheit. Suas ondas de calor incineram seus inimigos."
851,Centiskorch Gigantamax,525,100,115,65,90,90,65,Fire,Bug,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/0c3a8d20e16d21fadd1a0e9d3b23e6b4aaaec0b6.png,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.","É muito curioso, mas seu meio de investigar as coisas é tentar acertá-las com seus tentáculos. A busca por alimento é o que o traz para terra."
852,Clobbopus,310,50,68,60,50,50,32,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e7dd50b77501ca2f4a5e15b4ce3449c01a3971db.png,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,Um corpo feito apenas de músculos torna os movimentos de luta que este Pokémon realiza com seus tentáculos tremendamente poderosos.
853,Grapploct,480,80,118,90,70,80,42,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f922931c0aa29fd68c1b40ca8bbe7ff83bba7c13.png,The soul of someone who died alone possessed some leftover tea. This Pokémon appears in hotels and houses.,A alma de alguém que morreu sozinho possuía sobras de chá. Este Pokémon aparece em hotéis e casas.
854,Sinistea,308,40,45,45,74,54,50,Ghost,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c30af54344886af9bf4d4c68e2110759011fc4b5.png,"The tea that composes Polteageist’s body has a distinct and enjoyable flavor. Drinking too much, however, can be fatal.","O chá que compõe o corpo do Polteageist tem um sabor distinto e agradável. Beber demais, entretanto, pode ser fatal."
854,Sinistea Antique Form,308,71,60,106,121,80,70,Grass,Ghost,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/ab54020c31081698983c08d1962f58bb3975116b.png,"Some fanatics will go to great pains to prepare the perfect tea and teacup, eagerly waiting for a Sinistea to come and possess their selections.","Alguns fanáticos farão um grande esforço para preparar o chá e a xícara de chá perfeitos, esperando ansiosamente que um Sinistea venha e possua suas seleções."
855,Polteageist,508,60,65,65,134,114,70,Ghost,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e28459db253e10f805a80bfcdfa14d324a142110.png,"Because the emotions of others constantly flow into its head, this Pokémon prefers environments where no other creatures live.","Como as emoções dos outros fluem constantemente em sua cabeça, este Pokémon prefere ambientes onde nenhuma outra criatura viva."
855,Polteageist Antique Form,508,60,65,65,134,114,70,Grass,Ghost,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/bae2c2262977ec6075f157015a6c929a1212223b.png,Apparently a Polteageist’s disposition is affected by the type of tea the Pokémon came from. What teapot it inhabits makes no difference.,"Aparentemente, a disposição de um Polteageist é afetada pelo tipo de chá de onde veio o Pokémon. O bule que ele habita não faz diferença."
856,Hatenna,265,42,30,45,56,53,39,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/408ff2d3ac361c914916c6218472fcfb574e43db.png,"To this Pokémon, strong emotions apparently feel like incredibly loud noises—even if the emotions are happy ones.","Para este Pokémon, emoções fortes aparentemente parecem ruídos incrivelmente altos – mesmo que as emoções sejam felizes."
857,Hattrem,370,57,40,65,86,73,49,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e270693f04a25ecf6fd9de399bfc3d1e6a43af86.png,"Hatterene knocks out those that intrude in its home forest by blasting them with a beam, then slashing with claws enhanced by psychic power.","Hatterene nocauteia aqueles que invadem sua floresta natal, atacando-os com um raio e, em seguida, cortando-os com garras aprimoradas por poder psíquico."
858,Hatterene,510,57,90,95,136,103,29,Psychic,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/5a33d4978e43d87aa1c5f02c66bae69f01217718.png,"This Pokémon can read the emotions of creatures over 30 miles away. The minute it senses hostility, it goes on the attack.","Este Pokémon pode ler as emoções de criaturas a mais de 30 milhas de distância. No minuto em que sente hostilidade, ele parte para o ataque."
858,Hatterene Gigantamax,510,57,90,95,136,103,29,Psychic,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/caef4a511a5e9ac4707cbfd2cf4483f88d95f747.png,The reason this Pokémon causes trouble for those it feels close to is because Impidimp itself gets irritable if it can’t absorb negative emotions.,A razão pela qual este Pokémon causa problemas para aqueles de quem se sente próximo é porque o próprio Impidimp fica irritado se não consegue absorver emoções negativas.
859,Impidimp,265,45,45,30,55,40,50,Dark,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/27fbb7512631588e8d680c5f8a7569059eb3f7a7.png,"Morgrem prefers dirty tactics, like ambushing, because it doesn’t have confidence in its brawn.","Morgrem prefere táticas sujas, como emboscadas, porque não confia em sua força."
860,Morgrem,370,65,60,45,75,55,70,Dark,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8279a9876d26f23c9491a6219ada140f6016c1a6.png,This Pokémon has complete control over its hair. Grimmsnarl normally keeps its hair wrapped around its body to support its muscles.,Este Pokémon tem controle total sobre seu cabelo. Grimmsnarl normalmente mantém o cabelo enrolado no corpo para apoiar os músculos.
861,Grimmsnarl,510,95,120,65,95,75,60,Dark,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/702d39776bb29acbe2b5cb50d39d590afa8b9048.png,"By transforming its leg hair, this Pokémon delivers power-packed drill kicks that can bore huge holes in Galar’s terrain.","Ao transformar os pelos das pernas, este Pokémon desfere chutes poderosos que podem abrir buracos enormes no terreno de Galar."
861,Grimmsnarl Gigantamax,510,95,120,65,95,75,60,Dark,Fairy,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e8f6e2d427e5e57a4037649aafc1ef2dc9d687d4.png,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,Sua voz é impressionante em volume. Obstagoon tem tendência a assumir uma postura ameaçadora e gritar – esse movimento é conhecido como Obstruir.
862,Obstagoon,520,93,90,101,60,81,95,Dark,Normal,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/136e4f959be1d1452ae49f9f39d5eb5c687c64d1.png,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,O que parece ser um capacete de ferro é na verdade cabelo endurecido. Este Pokémon vive para a emoção da batalha.
